S1;S2;S3;S4;S5;Timestamp
30;40;142;143;162;2017-08-28T02:25:00+03:00
269;72;182;184;51;2017-08-29T08:40:00+03:00
319;113;184;55;104;2017-08-29T20:00:00+03:00
3;3;145;14;157;2017-08-30T03:00:00+03:00
207;104;121;35;99;2017-08-11T23:50:00+03:00
2088768578;152;114;13;112;2017-08-12T10:55:00+03:00
239;57;43;91;60;2017-08-13T08:55:00+03:00
20;102;111;182;35;2017-08-21T06:15:00+03:00
195;127;198;3;187;2017-08-21T09:05:00+03:00
225;21;74;99;105;2017-08-22T07:25:00+03:00
257;1;112;28;181;2017-08-24T05:35:00+03:00
263;139;36;139;32;2017-08-24T15:55:00+03:00
28;152;177;50;106;2017-08-24T21:15:00+03:00
266;88;103;184;6;2017-08-25T05:00:00+03:00
287;166;171;169;68;2017-08-25T23:20:00+03:00
264;154;179;50;48;2017-08-26T08:35:00+03:00
294;55;34;126;49;2017-08-26T16:05:00+03:00
307;22;189;173;197;2017-08-26T20:55:00+03:00
27;54;149;181;200;2017-08-16T22:35:00+03:00
235;117;86;105;122;2017-08-19T08:50:00+03:00
278;54;198;59;89;2017-07-30T03:20:00+03:00
2725081825;188;74;82;98;2017-07-31T16:00:00+03:00
27;29;3;50;7;2017-07-31T16:15:00+03:00
272;20;45;45;174;2017-08-01T21:00:00+03:00
2725081825;127;138;87;161;2017-08-01T22:55:00+03:00
260;103;86;103;53;2017-08-02T08:25:00+03:00
28;135;20;62;65;2017-08-02T13:10:00+03:00
305;196;165;174;127;2017-08-02T20:15:00+03:00
301;155;68;72;152;2017-08-03T00:10:00+03:00
304;169;190;144;76;2017-08-03T22:30:00+03:00
299;28;10;191;74;2017-08-04T01:40:00+03:00
276;160;112;97;184;2017-08-04T11:25:00+03:00
232;177;156;11;44;2017-08-07T06:00:00+03:00
221;135;181;158;149;2017-08-07T07:40:00+03:00
248;129;171;113;111;2017-08-07T16:20:00+03:00
259;86;56;111;138;2017-08-07T19:05:00+03:00
229;109;126;52;195;2017-08-08T11:20:00+03:00
238;68;2;147;87;2017-08-08T17:40:00+03:00
212;97;120;101;6;2017-08-12T11:50:00+03:00
240;191;135;31;0;2017-08-12T19:55:00+03:00
241;66;51;159;99;2017-08-13T00:20:00+03:00
249;59;13;0;66;2017-08-13T16:40:00+03:00
252;161;90;24;43;2017-08-13T17:25:00+03:00
219;137;74;162;115;2017-08-14T08:20:00+03:00
245;149;129;5;29;2017-08-14T13:35:00+03:00
265;196;3;160;147;2017-08-14T17:15:00+03:00
276;9;130;123;73;2017-08-15T19:30:00+03:00
262;194;15;181;180;2017-07-23T03:15:00+03:00
260;169;25;172;107;2017-07-23T21:20:00+03:00
255;124;77;124;10;2017-07-27T23:50:00+03:00
250;190;164;64;88;2017-07-28T04:00:00+03:00
256;173;191;109;149;2017-07-29T00:55:00+03:00
221;23;3;19;118;2017-08-09T16:15:00+03:00
221;101;108;59;67;2017-08-09T21:55:00+03:00
196;77;12;116;83;2017-08-11T07:25:00+03:00
259;81;137;10;131;2017-08-17T13:10:00+03:00
254;28;200;144;190;2017-08-18T08:10:00+03:00
220;115;117;1;133;2017-08-20T15:55:00+03:00
223;135;23;156;44;2017-08-21T15:45:00+03:00
229;15;105;95;143;2017-07-25T21:40:00+03:00
227;99;26;0;122;2017-07-26T00:50:00+03:00
226;194;197;135;54;2017-07-26T12:10:00+03:00
237;98;81;31;43;2017-07-26T22:45:00+03:00
325;90;156;60;108;2017-06-18T16:20:00+03:00
34;192;161;102;144;2017-06-18T19:35:00+03:00
309;177;70;122;127;2017-06-19T08:20:00+03:00
309;75;174;83;170;2017-06-19T09:05:00+03:00
364;180;54;55;42;2017-06-20T17:15:00+03:00
365;95;47;132;31;2017-06-20T23:50:00+03:00
353;20;199;41;24;2017-06-21T12:25:00+03:00
374;187;187;177;112;2017-06-21T21:15:00+03:00
28;116;33;64;56;2017-06-30T02:55:00+03:00
3;81;107;189;119;2017-06-12T17:00:00+03:00
308;122;46;146;61;2017-06-12T23:10:00+03:00
310;96;115;153;20;2017-06-14T14:05:00+03:00
296;26;159;39;118;2017-06-15T08:40:00+03:00
333;93;162;5;127;2017-06-15T16:20:00+03:00
296;92;124;164;132;2017-06-16T12:10:00+03:00
317;6;160;27;13;2017-06-22T08:05:00+03:00
297;138;9;39;35;2017-06-08T20:20:00+03:00
298;77;169;4;147;2017-06-09T13:35:00+03:00
328;2;95;112;81;2017-06-24T18:55:00+03:00
326;139;62;122;49;2017-06-24T22:50:00+03:00
226;70;31;188;150;2017-06-06T14:50:00+03:00
234;64;190;42;22;2017-06-06T17:15:00+03:00
227;198;51;120;78;2017-06-07T01:40:00+03:00
233;165;21;20;74;2017-06-07T15:10:00+03:00
238;124;132;195;32;2017-06-08T04:05:00+03:00
238;86;120;173;191;2017-06-08T04:30:00+03:00
291;193;82;176;49;2017-06-08T18:25:00+03:00
241;194;168;48;140;2017-07-01T04:15:00+03:00
229;171;106;160;70;2017-07-02T01:25:00+03:00
220;75;17;140;16;2017-07-03T06:15:00+03:00
243;109;52;153;29;2017-07-03T17:20:00+03:00
312;80;108;9;70;2017-07-07T02:35:00+03:00
251;13;192;110;155;2017-07-17T08:30:00+03:00
28;162;34;55;131;2017-07-20T14:15:00+03:00
259;4;150;34;112;2017-07-21T14:00:00+03:00
325;46;119;113;74;2017-07-07T22:25:00+03:00
2667198563;200;125;166;160;2017-07-09T02:50:00+03:00
270;150;198;167;61;2017-07-09T15:35:00+03:00
246;94;186;31;189;2017-07-10T18:40:00+03:00
258;124;53;143;162;2017-07-12T01:50:00+03:00
2667198563;197;67;163;8;2017-07-12T17:00:00+03:00
263;86;155;33;186;2017-07-15T01:15:00+03:00
260;162;38;116;195;2017-07-16T00:20:00+03:00
309;52;33;131;46;2016-08-09T14:00:00+03:00
222;12;198;31;19;2016-08-12T10:00:00+03:00
236;179;107;22;44;2016-08-22T12:00:00+03:00
255;12;33;28;60;2016-08-22T15:00:00+03:00
301;117;56;162;113;2016-09-07T18:00:00+03:00
308;11;185;190;116;2016-09-08T05:00:00+03:00
316;44;129;184;122;2016-09-08T15:00:00+03:00
238;9;110;73;154;2016-09-26T17:00:00+03:00
2088768578;46;26;12;139;2016-10-06T05:00:00+03:00
24;109;137;142;17;2016-10-14T17:00:00+03:00
212;135;57;62;44;2016-10-28T00:00:00+03:00
254;122;135;114;43;2017-05-08T07:30:00+03:00
242;65;53;39;128;2017-05-08T13:05:00+03:00
241;192;20;111;24;2017-05-08T14:00:00+03:00
219;32;108;15;21;2017-04-18T13:35:00+03:00
178;11;188;93;23;2017-04-19T01:25:00+03:00
212;188;161;133;144;2017-04-19T22:45:00+03:00
193;28;172;191;54;2017-04-26T01:30:00+03:00
184;182;198;193;4;2017-04-26T03:55:00+03:00
18;89;91;122;25;2017-04-27T10:40:00+03:00
194;163;101;131;168;2017-04-27T20:50:00+03:00
183;82;167;40;150;2017-04-28T04:35:00+03:00
182;85;73;123;79;2017-04-28T04:55:00+03:00
184;153;18;96;173;2017-04-28T10:35:00+03:00
238;92;110;59;12;2017-05-09T21:10:00+03:00
2667198563;120;112;157;1;2017-05-12T20:05:00+03:00
256;156;199;183;1;2017-05-12T23:00:00+03:00
254;128;72;168;93;2017-05-15T15:30:00+03:00
213;132;114;143;181;2017-04-23T10:25:00+03:00
264;92;197;54;34;2017-04-24T18:45:00+03:00
203;171;117;96;146;2017-04-28T16:55:00+03:00
182;125;34;167;98;2017-04-29T10:20:00+03:00
215;24;121;187;129;2017-04-29T13:55:00+03:00
297;163;54;191;187;2016-12-18T06:00:00+03:00
30;45;3;80;111;2016-12-18T17:10:00+03:00
30;116;118;86;151;2016-12-19T01:00:00+03:00
291;34;84;75;128;2016-12-21T01:50:00+03:00
300;39;88;116;172;2016-12-21T05:10:00+03:00
228;23;154;99;96;2016-12-23T00:50:00+03:00
224;71;69;100;71;2016-12-23T08:25:00+03:00
211;49;12;186;47;2016-11-03T22:00:00+03:00
186;19;174;194;7;2016-11-04T12:00:00+03:00
2088768578;160;194;157;92;2016-11-15T23:00:00+03:00
24;185;165;169;26;2016-11-17T03:00:00+03:00
271;117;164;179;53;2016-12-16T20:45:00+03:00
279;103;180;127;163;2016-12-17T10:45:00+03:00
18;141;161;87;103;2016-12-29T14:30:00+03:00
18;58;98;155;82;2016-12-29T14:45:00+03:00
133;124;174;177;179;2017-01-01T05:35:00+03:00
130;118;196;42;21;2017-01-02T02:50:00+03:00
130;60;187;23;135;2017-01-02T03:55:00+03:00
1281372452;17;13;76;146;2017-01-02T22:20:00+03:00
151;96;131;153;73;2017-01-05T06:45:00+03:00
261;42;57;110;174;2016-12-27T14:45:00+03:00
236;145;43;125;10;2016-12-28T06:15:00+03:00
264;10;126;133;120;2016-12-24T20:55:00+03:00
222;129;119;129;78;2016-12-25T09:15:00+03:00
250;84;86;4;84;2016-12-26T13:30:00+03:00
256;67;139;19;29;2016-12-26T16:10:00+03:00
139;165;118;75;62;2017-01-07T07:25:00+03:00
136;8;140;87;37;2017-01-07T09:30:00+03:00
131;1;105;65;44;2017-01-08T00:35:00+03:00
151;130;162;88;39;2017-01-10T21:55:00+03:00
154;77;2;61;175;2017-01-11T14:00:00+03:00
184;168;198;17;17;2017-01-12T05:55:00+03:00
18;71;3;119;30;2017-01-12T06:05:00+03:00
201;115;172;190;117;2017-01-13T10:20:00+03:00
196;20;134;135;119;2017-01-14T03:40:00+03:00
188;175;41;194;26;2017-01-14T09:20:00+03:00
182;73;60;10;10;2017-01-14T12:40:00+03:00
177;8;109;48;60;2017-01-14T15:20:00+03:00
173;93;51;49;103;2017-01-14T19:50:00+03:00
159;145;197;61;129;2017-01-15T12:55:00+03:00
14;181;191;87;9;2017-01-16T15:20:00+03:00
134;164;147;140;120;2017-01-16T22:55:00+03:00
219;44;136;71;178;2017-02-19T15:30:00+03:00
195;123;50;47;171;2017-02-20T08:20:00+03:00
2088768578;62;169;76;188;2017-02-21T11:15:00+03:00
207;141;177;55;58;2017-02-14T13:05:00+03:00
226;182;3;58;163;2017-02-16T01:00:00+03:00
105;123;136;120;66;2017-01-18T13:50:00+03:00
10;177;150;62;92;2017-01-18T14:20:00+03:00
90;85;51;41;197;2017-01-19T12:00:00+03:00
784;62;58;31;69;2017-01-21T03:30:00+03:00
216;165;152;84;84;2017-02-22T02:30:00+03:00
207;198;109;8;128;2017-02-23T04:35:00+03:00
196;149;129;117;168;2017-02-23T12:50:00+03:00
861;172;81;183;159;2017-01-21T17:10:00+03:00
269;73;20;187;41;2017-08-24T16:50:00+03:00
28;182;36;57;51;2017-08-25T16:45:00+03:00
295;17;128;25;54;2017-08-27T05:05:00+03:00
309;55;88;21;35;2017-08-27T16:00:00+03:00
313;176;135;70;166;2017-08-29T21:55:00+03:00
235;162;161;159;143;2017-08-31T14:40:00+03:00
217;3;121;153;170;2017-08-09T07:35:00+03:00
279;122;92;72;54;2017-06-30T00:15:00+03:00
260;92;7;59;112;2017-06-30T13:45:00+03:00
228;95;16;55;38;2017-07-01T14:10:00+03:00
2;159;82;141;80;2017-07-01T21:30:00+03:00
230;167;34;1;33;2017-07-01T22:15:00+03:00
227;115;94;133;196;2017-07-02T02:15:00+03:00
220;172;65;154;73;2017-07-03T08:40:00+03:00
242;161;22;163;35;2017-07-04T06:40:00+03:00
272;57;25;31;59;2017-07-04T23:15:00+03:00
271;13;90;104;160;2017-07-04T23:25:00+03:00
265;162;13;45;80;2017-07-05T04:00:00+03:00
263;199;12;164;52;2017-07-05T11:40:00+03:00
272;178;106;54;16;2017-07-05T13:35:00+03:00
301;9;195;160;114;2017-07-06T15:40:00+03:00
312;127;179;129;78;2017-07-07T02:25:00+03:00
301;92;22;152;70;2017-07-07T08:20:00+03:00
300;70;189;183;100;2017-07-08T14:25:00+03:00
252;139;200;164;9;2017-07-09T10:15:00+03:00
271;65;180;125;137;2017-07-09T15:45:00+03:00
361;105;110;153;83;2017-06-21T00:10:00+03:00
356;169;24;160;61;2017-06-21T13:10:00+03:00
249;125;161;147;110;2017-07-10T07:35:00+03:00
246;91;54;61;10;2017-07-11T16:10:00+03:00
252;180;184;40;114;2017-07-12T07:40:00+03:00
288;49;138;7;45;2017-06-14T06:15:00+03:00
290;118;103;182;164;2017-06-14T09:10:00+03:00
297;193;12;66;11;2017-06-15T07:50:00+03:00
315;95;26;149;5;2017-06-16T18:15:00+03:00
333;125;96;119;36;2017-06-18T17:55:00+03:00
329;61;118;12;193;2017-06-19T02:55:00+03:00
354;153;35;163;49;2017-06-20T02:50:00+03:00
348;41;47;52;123;2017-06-20T05:05:00+03:00
329;125;30;97;161;2017-06-24T18:00:00+03:00
323;47;180;9;80;2017-06-27T16:00:00+03:00
293;32;200;70;103;2017-06-28T02:00:00+03:00
253;88;190;69;179;2017-07-13T09:15:00+03:00
256;48;77;116;62;2017-07-13T12:35:00+03:00
261;65;67;36;25;2017-07-13T15:10:00+03:00
247;124;168;175;50;2017-07-14T09:55:00+03:00
259;95;106;11;106;2017-07-14T14:20:00+03:00
20;179;48;104;3;2017-01-13T01:20:00+03:00
794;155;24;195;70;2017-01-20T06:20:00+03:00
832;110;29;39;55;2017-01-20T22:15:00+03:00
746;42;85;75;60;2017-01-23T09:30:00+03:00
765;67;54;76;87;2017-01-23T15:50:00+03:00
784;49;42;26;115;2017-01-24T04:10:00+03:00
746;145;4;146;82;2017-01-24T08:00:00+03:00
21;115;75;17;76;2017-02-14T15:25:00+03:00
218;150;69;106;199;2017-02-15T00:45:00+03:00
221;183;15;18;3;2017-02-15T02:45:00+03:00
230;68;142;186;126;2017-02-15T06:50:00+03:00
2;63;198;181;31;2017-02-15T08:10:00+03:00
229;181;18;108;13;2017-02-15T17:00:00+03:00
230;185;112;118;54;2017-02-15T21:05:00+03:00
258;165;28;57;17;2016-12-26T17:40:00+03:00
276;177;54;67;161;2016-12-27T00:10:00+03:00
250;67;49;185;0;2016-12-28T00:15:00+03:00
24;28;63;73;35;2016-12-28T03:25:00+03:00
239;67;57;92;36;2016-12-28T04:50:00+03:00
211;183;116;76;138;2016-12-28T16:15:00+03:00
186;90;18;139;38;2016-12-29T13:30:00+03:00
171;50;74;111;142;2016-12-30T04:05:00+03:00
167;164;181;181;158;2016-12-30T07:35:00+03:00
217;14;73;160;13;2016-11-12T15:00:00+03:00
259;198;71;144;179;2016-11-26T21:00:00+03:00
226;127;113;161;153;2016-11-29T08:00:00+03:00
264;118;188;139;56;2016-12-06T09:00:00+03:00
268;11;136;45;177;2016-12-16T10:45:00+03:00
296;81;184;124;17;2016-12-18T04:30:00+03:00
301;108;63;75;78;2016-12-18T12:35:00+03:00
156;37;50;168;127;2017-01-05T07:45:00+03:00
245;140;80;177;31;2017-04-04T13:15:00+03:00
240;119;96;55;65;2017-04-05T07:45:00+03:00
243;33;124;174;17;2017-04-05T17:50:00+03:00
207;137;166;161;121;2017-04-07T03:20:00+03:00
228;124;90;101;117;2017-04-08T01:05:00+03:00
196;104;141;92;69;2017-03-23T18:00:00+03:00
193;61;187;108;131;2017-03-23T18:25:00+03:00
229;199;161;82;13;2017-03-30T12:50:00+03:00
245;171;101;182;2;2017-03-30T15:25:00+03:00
24;41;173;123;119;2017-04-01T11:20:00+03:00
24;190;192;193;120;2017-04-02T18:50:00+03:00
243;69;76;13;120;2017-04-09T04:00:00+03:00
243;5;111;182;66;2017-04-10T04:40:00+03:00
233;59;18;168;44;2017-04-10T08:00:00+03:00
256;198;28;167;28;2017-04-10T14:45:00+03:00
251;188;97;168;191;2017-04-10T22:15:00+03:00
19;107;184;104;128;2017-04-12T02:20:00+03:00
196;114;141;44;156;2017-04-12T06:20:00+03:00
235;107;35;20;198;2017-04-12T20:05:00+03:00
230;154;118;165;131;2017-04-14T00:00:00+03:00
223;87;2;171;61;2017-04-14T01:35:00+03:00
193;138;176;72;41;2017-04-14T08:45:00+03:00
199;31;55;17;14;2017-02-28T03:30:00+03:00
234;147;20;33;52;2017-03-21T21:00:00+03:00
203;10;184;1;103;2017-05-03T01:20:00+03:00
191;118;43;146;37;2017-05-03T09:05:00+03:00
236;18;21;74;25;2017-05-04T18:05:00+03:00
257;181;183;51;69;2017-05-05T21:10:00+03:00
266;129;75;129;1;2017-05-06T04:20:00+03:00
265;97;140;19;62;2017-05-07T09:25:00+03:00
263;170;57;192;127;2017-05-08T00:25:00+03:00
260;126;33;5;71;2017-05-08T03:30:00+03:00
238;79;39;184;136;2017-05-08T14:50:00+03:00
20;31;5;5;183;2017-04-26T23:15:00+03:00
220;80;70;119;13;2017-04-28T01:55:00+03:00
183;31;97;145;182;2017-04-29T05:00:00+03:00
193;94;139;193;42;2017-04-29T11:40:00+03:00
255;151;101;4;192;2017-04-30T19:25:00+03:00
222;156;56;55;173;2017-04-23T12:05:00+03:00
258;116;5;141;10;2017-04-23T22:15:00+03:00
234;75;42;150;3;2017-04-25T16:20:00+03:00
182;36;185;67;91;2017-04-26T13:00:00+03:00
222;26;79;185;115;2017-04-18T15:00:00+03:00
18;192;52;40;7;2017-04-19T01:10:00+03:00
193;131;15;94;37;2017-04-19T21:55:00+03:00
168;11;46;29;26;2017-04-20T03:25:00+03:00
193;105;129;160;124;2017-04-21T01:20:00+03:00
221;146;148;147;139;2017-04-14T14:30:00+03:00
222;6;97;37;144;2017-04-15T06:05:00+03:00
198;140;6;68;131;2017-04-16T12:40:00+03:00
227;54;29;78;58;2017-05-09T03:15:00+03:00
224;165;56;198;185;2017-05-20T01:15:00+03:00
225;34;156;196;50;2017-05-20T11:30:00+03:00
261;115;35;7;55;2017-05-24T09:45:00+03:00
296;62;86;20;38;2017-05-27T12:10:00+03:00
313;61;111;121;136;2017-05-28T00:10:00+03:00
3;196;137;23;108;2017-05-27T16:20:00+03:00
308;35;126;109;167;2017-05-28T01:05:00+03:00
28;32;79;193;91;2017-05-28T09:50:00+03:00
296;93;55;184;83;2017-05-28T13:15:00+03:00
259;179;23;189;80;2017-05-29T08:00:00+03:00
29;55;164;180;72;2017-05-30T00:00:00+03:00
253;21;121;25;158;2017-05-22T04:15:00+03:00
246;187;108;139;3;2017-06-30T21:20:00+03:00
242;44;61;138;138;2017-07-01T01:30:00+03:00
225;127;91;50;32;2017-07-02T21:10:00+03:00
248;171;116;102;15;2017-07-03T20:25:00+03:00
251;29;151;102;191;2017-07-03T22:45:00+03:00
28;133;94;136;166;2017-07-30T01:10:00+03:00
270;152;141;78;92;2017-07-30T10:30:00+03:00
289;93;15;131;46;2017-07-30T21:25:00+03:00
283;135;187;159;22;2017-07-31T02:30:00+03:00
283;145;18;41;134;2017-08-01T01:45:00+03:00
261;102;62;41;18;2017-08-01T10:20:00+03:00
264;168;5;155;142;2017-08-01T12:35:00+03:00
268;147;104;127;40;2017-07-22T15:10:00+03:00
261;13;69;77;67;2017-07-23T22:05:00+03:00
234;128;78;105;91;2017-07-24T10:05:00+03:00
257;110;163;188;71;2017-07-13T13:25:00+03:00
270;163;54;87;51;2017-07-13T20:35:00+03:00
2667198563;59;97;200;195;2017-08-02T05:20:00+03:00
284;20;69;2;87;2017-08-02T15:05:00+03:00
294;163;73;195;101;2017-08-03T07:40:00+03:00
281;140;132;173;94;2017-08-04T13:55:00+03:00
27;13;32;4;67;2017-08-05T17:15:00+03:00
254;17;118;70;94;2017-08-06T05:30:00+03:00
261;178;103;78;193;2017-08-06T19:55:00+03:00
238;49;65;125;103;2017-07-26T19:45:00+03:00
276;79;84;161;1;2017-07-17T14:00:00+03:00
294;81;107;117;152;2017-07-17T19:20:00+03:00
318;69;64;127;97;2017-06-16T21:30:00+03:00
340;66;136;66;181;2017-06-20T07:35:00+03:00
320;109;59;130;32;2017-06-22T07:45:00+03:00
364;153;113;91;54;2017-06-22T16:45:00+03:00
308;131;27;147;135;2017-06-24T10:20:00+03:00
327;185;76;154;58;2017-06-25T19:40:00+03:00
294;62;194;189;125;2017-06-26T04:25:00+03:00
29;133;128;200;9;2017-06-26T11:40:00+03:00
300;49;198;118;109;2017-06-13T15:05:00+03:00
301;142;164;60;97;2017-06-13T15:50:00+03:00
318;42;91;49;52;2017-06-13T21:20:00+03:00
320;77;176;189;54;2017-06-13T23:40:00+03:00
312;134;28;195;174;2017-06-14T14:45:00+03:00
344;192;123;181;26;2017-06-16T01:25:00+03:00
307;139;173;93;197;2017-06-16T15:10:00+03:00
27;151;54;75;173;2017-05-30T03:45:00+03:00
252;35;149;78;118;2017-05-31T08:10:00+03:00
249;137;7;176;158;2017-06-01T00:35:00+03:00
246;9;179;116;140;2017-06-01T09:35:00+03:00
272;109;74;134;186;2017-06-02T20:50:00+03:00
252;81;90;89;29;2017-06-03T10:05:00+03:00
242;115;164;45;6;2017-06-04T04:15:00+03:00
280;75;104;67;127;2017-07-08T07:25:00+03:00
269;180;77;40;123;2017-07-09T02:25:00+03:00
293;154;127;52;91;2017-06-28T16:00:00+03:00
268;153;123;98;195;2017-06-29T14:25:00+03:00
321;178;1;140;115;2017-06-27T15:25:00+03:00
28;135;137;87;78;2016-08-06T13:00:00+03:00
293;58;197;130;179;2016-08-10T13:00:00+03:00
283;54;173;26;74;2016-08-10T21:00:00+03:00
257;70;152;139;167;2016-09-21T02:00:00+03:00
156;152;143;56;127;2016-12-30T21:30:00+03:00
138;127;60;193;70;2016-12-31T21:30:00+03:00
129;38;130;127;7;2017-01-01T15:10:00+03:00
130;55;163;129;2;2017-01-02T03:10:00+03:00
1281372452;183;191;139;171;2017-01-02T16:55:00+03:00
145;119;79;118;69;2017-01-03T15:25:00+03:00
157;171;77;20;125;2017-01-04T11:25:00+03:00
161;58;34;144;101;2017-01-04T16:50:00+03:00
171;115;68;17;144;2017-01-05T14:45:00+03:00
158;64;189;191;170;2017-01-06T03:35:00+03:00
2667198563;57;13;139;73;2016-12-27T13:30:00+03:00
257;140;111;86;187;2016-12-27T21:55:00+03:00
167;126;149;183;57;2016-12-30T06:40:00+03:00
162;83;122;161;83;2016-12-30T14:55:00+03:00
238;62;22;188;49;2016-10-07T17:00:00+03:00
247;86;36;37;184;2016-10-09T03:00:00+03:00
245;188;118;109;129;2016-10-16T04:00:00+03:00
246;75;155;59;74;2016-10-18T06:00:00+03:00
221;29;40;84;81;2016-10-29T18:00:00+03:00
216;176;21;152;6;2016-11-12T05:00:00+03:00
201;40;120;85;77;2016-11-14T15:00:00+03:00
216;77;134;93;177;2016-11-16T06:00:00+03:00
252;23;163;12;178;2016-11-17T22:00:00+03:00
248;21;122;160;49;2016-11-25T03:00:00+03:00
256;198;85;22;45;2016-11-30T04:00:00+03:00
294;168;29;43;40;2016-12-21T15:15:00+03:00
232;107;135;42;138;2016-12-22T18:45:00+03:00
223;169;164;178;116;2016-12-22T22:00:00+03:00
222;26;118;16;57;2016-12-23T10:20:00+03:00
2136941910;125;180;119;54;2016-12-23T11:25:00+03:00
206;136;2;195;43;2016-12-23T20:35:00+03:00
256;18;80;24;61;2016-12-24T06:30:00+03:00
262;170;26;126;166;2016-12-24T08:55:00+03:00
218;104;27;40;106;2016-12-25T17:35:00+03:00
242;167;186;49;122;2016-12-26T04:15:00+03:00
266;45;147;189;129;2016-12-26T21:30:00+03:00
270;46;17;147;180;2016-12-17T05:45:00+03:00
2725081825;151;1;169;150;2016-12-17T06:45:00+03:00
301;182;141;101;94;2016-12-17T23:00:00+03:00
301;140;88;63;180;2016-12-18T14:50:00+03:00
294;28;73;55;192;2016-12-19T17:55:00+03:00
292;77;69;118;94;2016-12-20T06:05:00+03:00
306;183;80;50;133;2016-12-20T17:15:00+03:00
140;85;144;84;42;2017-01-07T07:10:00+03:00
133;161;42;5;102;2017-01-09T04:30:00+03:00
133;48;27;58;140;2017-01-09T04:55:00+03:00
145;124;196;185;151;2017-01-09T10:15:00+03:00
150;56;184;31;81;2017-01-09T23:35:00+03:00
148;145;173;158;154;2017-01-10T07:15:00+03:00
239;51;32;117;183;2017-02-17T06:55:00+03:00
193;183;72;85;150;2017-02-20T17:05:00+03:00
195;16;41;110;195;2017-02-20T19:45:00+03:00
822;135;157;47;24;2017-01-22T01:15:00+03:00
813;25;51;45;145;2017-01-22T02:35:00+03:00
205;20;26;66;65;2017-02-14T10:55:00+03:00
207;68;139;65;45;2017-02-14T12:55:00+03:00
213;92;2;30;186;2017-02-14T18:25:00+03:00
219;47;176;174;48;2017-02-15T01:30:00+03:00
232;94;51;181;180;2017-02-15T08:30:00+03:00
227;52;141;7;69;2017-02-16T00:35:00+03:00
224;122;124;15;148;2017-02-16T08:55:00+03:00
226;171;151;13;167;2017-02-16T11:00:00+03:00
148;41;57;150;153;2017-01-16T03:30:00+03:00
142;158;31;98;175;2017-01-16T10:45:00+03:00
140;65;39;152;118;2017-01-16T19:00:00+03:00
1281372452;141;141;61;6;2017-01-17T06:55:00+03:00
108;159;100;110;187;2017-01-18T05:10:00+03:00
994;8;110;64;180;2017-01-19T01:15:00+03:00
153;20;179;192;18;2017-01-11T01:30:00+03:00
154;166;26;77;110;2017-01-11T03:05:00+03:00
162;14;141;144;137;2017-01-11T20:05:00+03:00
194;196;81;1;125;2017-01-12T11:00:00+03:00
166;81;30;42;179;2017-01-15T06:20:00+03:00
198;60;185;122;166;2017-02-23T22:35:00+03:00
204;8;10;13;17;2017-02-24T21:45:00+03:00
196;49;51;52;126;2017-02-25T08:30:00+03:00
242;105;178;11;133;2017-04-25T12:50:00+03:00
194;184;139;192;40;2017-04-26T00:25:00+03:00
235;152;129;101;9;2017-04-29T23:00:00+03:00
253;190;139;62;180;2017-04-30T18:00:00+03:00
259;97;46;103;199;2017-04-23T22:10:00+03:00
20;133;156;180;35;2017-04-22T03:25:00+03:00
184;119;187;118;75;2017-04-22T07:30:00+03:00
24;98;169;159;78;2017-04-23T15:30:00+03:00
250;32;75;135;161;2017-04-30T16:20:00+03:00
240;90;8;73;171;2017-05-08T13:40:00+03:00
237;125;112;103;174;2017-05-21T02:05:00+03:00
289;84;178;110;134;2017-05-22T19:10:00+03:00
287;88;63;69;149;2017-05-22T21:25:00+03:00
290;40;94;173;19;2017-05-23T18:05:00+03:00
290;193;47;29;139;2017-05-23T20:10:00+03:00
285;129;192;180;199;2017-05-24T02:55:00+03:00
290;169;6;107;143;2017-05-26T15:05:00+03:00
306;108;97;21;52;2017-06-12T10:05:00+03:00
314;125;175;19;145;2017-06-12T19:25:00+03:00
241;76;144;116;13;2017-06-08T10:25:00+03:00
30;95;107;106;21;2017-06-09T16:35:00+03:00
301;30;141;148;145;2017-06-10T01:30:00+03:00
325;111;4;177;96;2017-06-11T00:00:00+03:00
307;175;188;164;140;2017-06-11T02:40:00+03:00
264;137;113;179;73;2017-06-02T02:15:00+03:00
225;12;30;70;118;2017-06-07T09:30:00+03:00
235;44;64;119;187;2017-06-07T15:55:00+03:00
2725081825;189;88;163;115;2017-05-26T05:20:00+03:00
246;26;132;87;48;2017-07-21T08:05:00+03:00
24;113;192;124;80;2017-07-21T10:55:00+03:00
27;58;48;71;147;2017-07-22T20:40:00+03:00
224;192;198;97;35;2017-07-24T12:35:00+03:00
232;17;53;22;181;2017-07-25T01:00:00+03:00
255;190;187;159;125;2017-07-15T15:25:00+03:00
224;114;68;67;123;2017-07-16T08:40:00+03:00
292;155;42;87;25;2017-07-17T19:00:00+03:00
294;159;20;160;199;2017-07-17T19:55:00+03:00
284;38;112;7;31;2017-07-31T23:45:00+03:00
285;124;172;168;116;2017-08-01T00:00:00+03:00
272;39;164;24;74;2017-08-01T20:55:00+03:00
239;5;86;135;148;2017-07-26T18:30:00+03:00
238;98;157;197;15;2017-07-27T00:40:00+03:00
237;187;178;151;26;2017-07-27T01:10:00+03:00
242;17;10;50;48;2017-07-27T13:10:00+03:00
237;141;73;35;96;2017-07-28T11:15:00+03:00
243;77;109;33;97;2017-07-28T15:25:00+03:00
